DATA,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Vento classe
2010-09-29,1.9,4.9,ENE,500,10,MZZYYZ
2010-09-30,1.6,4.1,ENE,430,10,MZZYYZ
2010-10-01,1.2,4.5,WSW,290,10,MZZYYZ
2010-10-02,1.6,4.4,WSW,380,0,MZZZZZ
2010-10-03,2.0,9.8,ESE,310,30,MZZYYZ
2010-10-04,3.2,9.8,E,660,0,MZZZZZ
2010-10-05,2.1,6.1,E,380,20,MZZYYZ
2010-10-06,2.0,4.5,E,440,10,MZZYYZ
2010-10-07,1.6,4.1,E,480,10,MZZYYZ
2010-10-08,1.1,3.7,W,290,30,MZZYYZ
2010-10-09,1.3,3.1,WSW,300,10,MZZYYZ
2010-10-10,1.5,7.1,E,260,50,MZZYYZ
2010-10-11,1.7,7.3,E,380,20,MZZYYZ
2010-10-12,1.7,4.1,E,600,10,MZZYYZ
2010-10-13,1.4,5.7,E,600,30,MZZYYZ
2010-10-14,2.1,3.9,E,560,0,MZZZZZ
2010-10-15,1.9,4.4,E,540,20,MZZYYZ
2010-10-16,1.7,5.6,ESE,290,40,MZZYYZ
2010-10-17,1.3,6.1,WSW,250,0,MYZYYY
2010-10-18,1.7,4.6,ENE,320,10,MYZYYY
2010-10-19,4.0,12.4,SW,450,0,MZZZZZ
2010-10-20,5.0,17.2,WSW,690,0,MZZZZZ
2010-10-21,1.5,6.1,E,340,20,MZZYYZ
2010-10-22,1.1,4.4,W,280,60,MZZYYZ
2010-10-23,1.2,5.4,W,270,100,MZZYYZ
2010-10-24,1.3,6.2,WSW,300,20,MYZYYY
2010-10-25,0.9,6.7,SW,220,50,MYZYYY
2010-10-26,2.2,6.0,E,470,20,MZZYYZ
2010-10-27,1.7,5.5,E,440,60,MZZYYZ
2010-10-28,2.0,5.4,E,500,0,MZZZZZ
2010-10-29,1.6,4.1,E,700,10,MZZYYZ
2010-10-30,1.4,7.7,E,220,30,MYZYYY
2010-10-31,1.2,6.5,ESE,270,20,MYZYYY
2010-11-01,0.8,5.2,ESE,290,80,MZZYYZ
2010-11-02,1.3,4.3,E,400,20,MZZYYZ
2010-11-03,2.2,7.9,ENE,520,0,MZZZZZ
2010-11-04,2.2,5.2,ENE,560,0,MZZZZZ
2010-11-05,2.3,4.8,E,460,0,MZZZZZ
2010-11-06,2.9,11.1,SW,370,0,MZZZZZ
2010-11-07,2.0,9.4,SSW,200,20,MYZYYY
2010-11-08,2.6,8.3,SSW,340,10,MZZYYZ
2010-11-09,0.7,2.9,W,280,0,MYZYYY
2010-11-10,2.0,11.5,SW,540,0,MYZYYY
2010-11-11,2.9,14.4,SW,370,0,MZZZZZ
2010-11-12,5.9,18.6,W,750,0,MZZZZZ
2010-11-13,2.2,13.0,SW,330,20,MZZYYZ
2010-11-14,1.0,3.8,WSW,280,40,MZZYYZ
2010-11-15,0.8,6.4,W,180,120,MZZYYZ
2010-11-16,1.0,7.1,N,400,10,MYZYYY
2010-11-17,1.8,8.4,E,500,20,MYZYYY
2010-11-18,1.2,7.0,E,200,0,MYZYYY
2010-11-19,1.9,9.0,E,410,30,MZZYYZ
2010-11-20,1.0,7.2,E,240,0,MYZYYY
2010-11-21,1.5,5.4,E,360,0,MYZYYY
2010-11-22,2.3,7.4,E,400,0,MZZYYZ
2010-11-23,2.5,9.2,SW,240,0,MZZYYZ
2010-11-24,2.4,9.8,SE,220,10,MZZYYZ
2010-11-25,1.5,5.9,E,320,20,MYZYYY
2010-11-26,3.6,11.4,SW,430,10,MZZYYZ
2010-11-27,1.2,7.6,E,190,70,MYZYYY
2010-11-28,1.5,8.8,SW,260,0,MYZYYY
2010-11-29,3.7,13.7,WSW,350,0,MZZYYZ
2010-11-30,1.4,7.1,E,250,10,MZZYYZ
2010-12-01,2.6,11.2,SW,420,30,MYZYYY
2010-12-02,3.0,9.9,S,300,0,MZZYYZ
2010-12-03,2.2,7.6,ENE,250,0,MZZYYZ
2010-12-04,2.1,6.4,ENE,460,30,MZZYYZ
2010-12-05,1.4,10.6,N,160,10,MYZYYY
2010-12-06,1.5,8.3,SSW,310,10,MYZYYY
2010-12-07,2.5,10.5,SSW,380,30,MZZYYZ
2010-12-08,3.0,13.6,SSW,380,0,MZZZZZ
2010-12-09,4.4,16.1,WSW,390,10,MZZYYZ
2010-12-10,3.3,15.6,SW,560,30,MZZYYZ
2010-12-11,2.5,9.1,E,240,0,MZZZZZ
2010-12-12,3.8,17.1,SSW,330,0,MZZZZZ
2010-12-13,2.4,7.1,E,520,10,MZZYYZ
2010-12-14,2.6,8.2,ENE,450,0,MZZYYZ
2010-12-15,1.8,5.4,NE,300,10,MZZYYZ
2010-12-16,2.1,10.1,SW,200,30,MZZYYZ
2010-12-17,2.9,12.8,SW,590,0,MYZYYY
2010-12-18,3.4,10.9,SW,480,0,MZZYYZ
2010-12-19,0.9,6.3,W,180,80,MYZYYY
2010-12-20,2.6,8.1,SW,370,20,MZZYYZ
2010-12-21,0.9,3.7,E,250,20,MYZYYY
2010-12-22,,,,,,M00000
2010-12-23,1.0,7.3,,,0,MYZ00Y
2010-12-24,1.2,6.2,N,190,20,MYZYYY
2010-12-25,1.0,3.6,N,380,0,MYZYYY
2010-12-26,1.5,5.2,E,350,10,MYZYYY
2010-12-27,1.8,5.2,E,390,30,MZZYYZ
2010-12-28,1.9,9.4,SSW,230,0,MZZZZZ
2010-12-29,2.0,5.7,E,330,20,MZZYYZ
2010-12-30,1.1,3.9,E,490,80,MZZYYZ
2010-12-31,1.8,4.3,E,580,0,MZZZZZ
2011-01-01,2.1,4.3,E,540,0,MZZZZZ
2011-01-02,1.9,4.5,ENE,470,60,MZZYYZ
2011-01-03,1.0,3.1,E,420,50,MYZYYY
2011-01-04,1.2,6.0,,,120,MYZ00Y
2011-01-05,1.5,5.4,SE,250,40,MZZYYZ
2011-01-06,2.3,7.0,S,400,0,MZZZZZ
2011-01-07,,,,,,M00000
2011-01-08,1.2,8.1,S,200,20,MYZYYY
2011-01-09,0.7,5.0,,,40,MYZ00Y
2011-01-10,1.1,3.5,ENE,340,20,MYZYYY
2011-01-11,2.0,9.3,ENE,300,30,MZZYYZ
2011-01-12,2.0,10.6,SSW,220,10,MZZYYZ
2011-01-13,3.1,8.6,SW,430,0,MZZZZZ
2011-01-14,2.1,9.7,NE,300,40,MZZYYZ
2011-01-15,2.6,15.7,E,220,30,MZZYYZ
2011-01-16,1.6,4.6,E,600,0,MZZZZZ
2011-01-17,2.2,6.7,E,340,10,MZZYYZ
2011-01-18,1.8,7.1,E,260,10,MZZYYZ
2011-01-19,2.4,10.0,SW,370,30,MZZYYZ
2011-01-20,1.8,6.0,ENE,520,20,MZZYYZ
2011-01-21,1.9,6.7,E,810,0,MZZYYZ
2011-01-22,2.4,5.5,ENE,580,0,MZZYYZ
2011-01-23,2.2,5.6,ENE,710,20,MZZYYZ
2011-01-24,2.2,5.3,ENE,710,20,MZZYYZ
2011-01-25,2.3,7.2,E,240,0,MZZYYZ
2011-01-26,1.8,6.0,E,400,10,MZZYYZ
2011-01-27,1.5,5.0,ENE,450,40,MZZYYZ
2011-01-28,1.8,7.2,ENE,530,10,MZZYYZ
2011-01-29,0.9,6.3,E,290,30,MYZYYY
2011-01-30,0.8,4.9,N,180,20,MYZYYY
2011-01-31,1.0,4.9,E,430,10,MYZYYY
2011-02-01,2.6,5.7,ENE,660,0,MZZYYZ
2011-02-02,3.3,6.8,E,700,0,MZZYYZ
2011-02-03,2.5,7.2,ENE,490,10,MZZYYZ
2011-02-04,2.2,8.5,ENE,410,20,MZZYYZ
2011-02-05,2.7,7.0,ENE,400,0,MZZZZZ
2011-02-06,2.9,6.0,ENE,710,20,MZZYYZ
2011-02-07,2.5,6.3,ENE,500,10,MZZYYZ
2011-02-08,2.9,7.9,ENE,350,10,MZZYYZ
2011-02-09,2.7,5.4,E,600,10,MZZYYZ
2011-02-10,2.5,5.9,E,470,10,MZZYYZ
2011-02-11,2.6,6.4,E,520,0,MZZZZZ
2011-02-12,2.0,5.7,E,400,0,MZZZZZ
2011-02-13,1.4,3.8,ENE,310,0,MYZYYY
2011-02-14,1.1,3.6,W,400,0,MYZYYY
2011-02-15,1.0,6.2,WSW,500,0,MYZYYY
2011-02-16,,,,,,M00000
2011-02-17,1.5,6.7,E,460,10,MYZYYY
2011-02-18,2.6,8.8,E,490,0,MZZYYZ
2011-02-19,2.0,7.1,E,370,40,MZZYYZ
2011-02-20,1.5,7.1,SW,270,40,MYZYYY
2011-02-21,3.1,13.4,WSW,280,10,MZZYYZ
2011-02-22,2.4,8.9,E,470,0,MZZYYZ
2011-02-23,2.6,8.3,ENE,360,0,MZZYYZ
2011-02-24,2.3,10.3,W,290,30,MZZYYZ
2011-02-25,2.5,10.4,ENE,190,10,MZZYYZ
2011-02-26,1.7,12.2,WSW,220,80,MZZYYZ
2011-02-27,2.4,9.7,WSW,330,10,MYZYYY
2011-02-28,1.4,6.6,E,410,10,MZZYYZ
2011-03-01,1.6,7.0,E,370,0,MYZYYY
2011-03-02,2.7,7.9,E,740,0,MYZYYY
2011-03-03,1.0,5.3,WSW,280,0,MYZYYY
2011-03-04,1.8,5.8,E,420,10,MYZYYY
2011-03-05,2.7,5.8,E,560,10,MZZYYZ
2011-03-06,3.0,6.1,E,450,0,MZZZZZ
2011-03-07,1.2,5.9,WSW,350,10,MYZYYY
2011-03-08,1.5,4.2,ESE,220,30,MYZYYY
2011-03-09,2.1,5.0,E,550,60,MZZYYZ
2011-03-10,2.7,9.8,SSW,220,0,MZZZZZ
2011-03-11,1.8,6.1,WSW,350,10,MZZYYZ
2011-03-12,2.3,8.5,NE,440,0,MZZYYZ
2011-03-13,1.9,8.0,ESE,480,10,MYZYYY
2011-03-14,1.6,6.3,E,400,0,MYZYYY
2011-03-15,1.6,6.2,E,400,10,MZZYYZ
2011-03-16,,,,,,M00000
2011-03-17,2.6,10.8,SW,400,30,MZZYYZ
2011-03-18,3.0,11.1,WSW,330,0,MZZZZZ
2011-03-19,2.9,10.1,WSW,300,10,MZZYYZ
2011-03-20,1.4,4.3,E,320,10,MYZYYY
2011-03-21,2.1,7.6,E,580,0,MZZYYZ
2011-03-22,2.3,6.3,ENE,450,0,MZZZZZ
2011-03-23,3.5,6.0,E,800,0,MZZZZZ
2011-03-24,2.5,5.7,E,450,0,MZZZZZ
2011-03-25,2.3,5.5,E,490,10,MZZYYZ
2011-03-26,1.8,8.3,ESE,320,0,MZZZZZ
2011-03-27,1.4,4.1,SW,340,10,MZZYYZ
2011-03-28,1.2,4.0,E,320,40,MZZYYZ
2011-03-29,1.6,6.7,E,400,20,MZZYYZ
2011-03-30,1.4,5.1,WSW,210,0,MZZYYZ
2011-03-31,2.3,8.1,W,240,0,MZZZZZ
2011-04-01,2.0,6.7,E,390,0,MZZZZZ
2011-04-02,2.1,5.1,E,510,10,MZZYYZ
2011-04-03,1.9,5.0,ENE,320,40,MZZYYZ
2011-04-04,3.6,13.4,WSW,440,10,MZZYYZ
2011-04-05,1.8,7.1,ESE,330,20,MZZYYZ
2011-04-06,2.1,5.4,E,480,20,MZZYYZ
2011-04-07,2.8,8.4,E,320,0,MZZZZZ
2011-04-08,3.0,9.4,ENE,310,0,MZZZZZ
2011-04-09,3.0,7.1,ENE,690,0,MZZZZZ
2011-04-10,2.5,7.3,E,640,0,MZZZZZ
2011-04-11,2.0,7.1,E,310,0,MZZZZZ
2011-04-12,5.6,18.8,SW,420,0,MZZZZZ
2011-04-13,1.9,12.8,E,350,30,MZZYYZ
2011-04-14,1.1,5.8,W,250,40,MZZYYZ
2011-04-15,1.5,6.8,ESE,250,10,MYZYYY
2011-04-16,1.8,8.3,E,320,0,MZZZZZ
2011-04-17,1.4,9.4,WSW,270,20,MYZYYY
2011-04-18,1.6,8.8,WSW,320,20,MZZYYZ
2011-04-19,1.6,6.6,ENE,380,20,MZZYYZ
2011-04-20,2.1,8.3,E,450,10,MZZYYZ
2011-04-21,2.6,8.5,E,510,0,MZZZZZ
2011-04-22,2.3,9.3,ENE,500,0,MZZZZZ
2011-04-23,1.5,6.4,E,370,20,MZZYYZ
2011-04-24,2.0,7.0,E,640,10,MZZYYZ
2011-04-25,2.0,6.7,E,610,0,MZZZZZ
2011-04-26,1.8,7.7,E,480,0,MZZZZZ
2011-04-27,1.6,5.5,WSW,370,40,MZZYYZ
2011-04-28,1.1,6.4,SW,210,40,MZZYYZ
2011-04-29,1.1,4.7,WSW,270,20,MZZYYZ
2011-04-30,1.6,7.8,E,270,50,MZZYYZ
2011-05-01,2.1,6.4,E,480,10,MZZYYZ
2011-05-02,2.1,8.8,E,700,10,MZZYYZ
2011-05-03,2.9,10.9,WSW,290,0,MZZZZZ
2011-05-04,2.1,8.6,W,410,10,MZZYYZ
2011-05-05,1.2,4.0,WSW,260,40,MZZYYZ
2011-05-06,1.2,4.8,WSW,360,30,MZZYYZ
2011-05-07,1.7,5.0,E,430,0,MZZZZZ
2011-05-08,,,,,,M00000
2011-05-09,,,,,,M00000
2011-05-10,1.6,6.7,E,340,40,MZZYYZ
2011-05-11,2.3,7.2,ENE,280,10,MZZYYZ
2011-05-12,2.1,6.9,ENE,350,0,MZZZZZ
2011-05-13,2.2,8.6,E,630,0,MZZZZZ
2011-05-14,2.9,11.1,SW,440,0,MZZZZZ
2011-05-15,4.5,13.5,SW,560,10,MZZYYZ
2011-05-16,1.7,6.5,E,280,10,MZZYYZ
2011-05-17,1.5,6.4,E,390,30,MZZYYZ
2011-05-18,1.4,6.3,E,250,40,MZZYYZ
2011-05-19,2.0,8.5,ENE,340,10,MZZYYZ
2011-05-20,2.0,7.1,E,560,10,MZZYYZ
2011-05-21,2.1,7.0,ENE,500,10,MZZYYZ
2011-05-22,1.8,6.3,E,350,0,MZZZZZ
2011-05-23,2.2,7.8,ENE,540,10,MZZYYZ
2011-05-24,2.1,5.9,E,390,0,MZZZZZ
2011-05-25,2.0,10.9,ENE,420,0,MZZZZZ
2011-05-26,2.1,11.1,WSW,330,20,MZZYYZ
2011-05-27,3.7,16.5,SW,410,10,MZZYYZ
2011-05-28,1.8,7.1,WSW,440,20,MZZYYZ
2011-05-29,1.5,4.7,WSW,460,10,MZZYYZ
2011-05-30,1.4,9.1,E,330,70,MZZYYZ
2011-05-31,0.9,6.0,WSW,290,70,MZZYYZ
2011-06-01,1.7,11.5,N,590,50,MYZYYY
2011-06-02,2.0,9.4,NE,440,0,MZZZZZ
2011-06-03,1.7,6.2,E,480,10,MZZYYZ
2011-06-04,1.7,8.0,E,360,30,MZZYYZ
2011-06-05,1.1,5.8,E,240,60,MZZYYZ
2011-06-06,1.3,5.4,WSW,360,60,MZZYYZ
2011-06-07,1.2,7.3,WSW,310,70,MZZYYZ
2011-06-08,1.4,4.5,E,280,10,MZZYYZ
2011-06-09,2.0,8.4,SW,210,10,MZZYYZ
2011-06-10,1.7,5.2,W,380,10,MZZYYZ
2011-06-11,1.7,7.7,SE,220,20,MZZYYZ
2011-06-12,1.4,8.1,WSW,330,20,MZZYYZ
2011-06-13,1.8,7.8,W,270,0,MZZZZZ
2011-06-14,1.5,7.5,ENE,310,30,MZZYYZ
2011-06-15,1.5,7.1,E,440,40,MZZYYZ
2011-06-16,2.0,6.0,E,250,10,MZZYYZ
2011-06-17,2.1,12.7,SSW,260,20,MZZYYZ
2011-06-18,3.0,12.1,SW,460,20,MZZYYZ
2011-06-19,5.8,14.3,WSW,680,0,MZZZZZ
2011-06-20,2.1,8.7,W,360,0,MZZZZZ
2011-06-21,1.5,5.1,ESE,280,0,MZZZZZ
2011-06-22,1.8,10.9,E,190,20,MZZYYZ
2011-06-23,2.3,8.7,WSW,250,0,MZZZZZ
2011-06-24,2.6,9.5,WSW,320,30,MZZYYZ
2011-06-25,2.1,7.6,E,290,0,MZZZZZ
2011-06-26,1.8,5.1,ENE,360,20,MZZYYZ
2011-06-27,1.5,4.0,E,370,40,MZZYYZ
2011-06-28,2.1,6.2,WSW,370,10,MZZYYZ
2011-06-29,2.2,9.3,E,520,0,MZZZZZ
2011-06-30,3.0,9.8,WSW,360,0,MZZZZZ
2011-07-01,2.9,11.3,WSW,420,0,MZZZZZ
2011-07-02,1.9,4.8,WSW,370,0,MZZZZZ
2011-07-03,1.5,4.8,E,310,40,MZZYYZ
2011-07-04,1.6,4.7,E,270,30,MZZYYZ
2011-07-05,2.0,6.6,WSW,380,0,MZZZZZ
2011-07-06,1.5,5.1,E,370,60,MZZYYZ
2011-07-07,1.4,12.2,E,300,30,MZZYYZ
2011-07-08,1.5,9.9,WSW,300,60,MZZYYZ
2011-07-09,1.7,7.5,E,650,30,MZZYYZ
2011-07-10,1.8,5.3,E,440,0,MZZZZZ
2011-07-11,2.0,5.3,E,410,20,MZZYYZ
2011-07-12,1.6,4.2,E,430,40,MZZYYZ
2011-07-13,2.4,13.4,E,340,20,MZZYYZ
2011-07-14,1.5,6.9,ENE,260,0,MZZZZZ
2011-07-15,2.0,4.7,E,370,30,MZZYYZ
2011-07-16,1.8,5.7,ENE,340,30,MZZYYZ
2011-07-17,2.7,11.7,SW,310,60,MZZYYZ
2011-07-18,3.0,10.2,SW,490,0,MZZZZZ
2011-07-19,2.7,13.8,SW,320,10,MZZYYZ
2011-07-20,4.7,14.7,SW,520,0,MZZZZZ
2011-07-21,3.0,9.9,W,380,0,MZZZZZ
2011-07-22,1.7,6.8,W,170,10,MZZYYZ
2011-07-23,4.1,13.7,SW,620,0,MZZZZZ
2011-07-24,4.1,13.0,WSW,560,0,MZZZZZ
2011-07-25,1.7,6.6,E,280,10,MZZYYZ
2011-07-26,1.6,6.7,E,450,20,MZZYYZ
2011-07-27,0.9,6.5,WSW,240,80,MZZYYZ
2011-07-28,1.7,8.7,E,440,20,MZZYYZ
2011-07-29,1.8,7.5,E,490,30,MZZYYZ
2011-07-30,1.9,6.0,ENE,440,10,MZZYYZ
2011-07-31,2.0,7.1,WSW,390,0,MZZZZZ
2011-08-01,1.4,7.0,E,350,30,MZZYYZ
2011-08-02,1.6,4.3,E,430,0,MZZZZZ
2011-08-03,1.7,6.8,E,320,20,MZZYYZ
2011-08-04,2.1,8.3,WSW,430,0,MZZZZZ
2011-08-05,1.7,4.8,E,330,10,MZZYYZ
2011-08-06,1.1,6.4,E,280,80,MZZYYZ
2011-08-07,2.2,6.6,S,390,0,MZZZZZ
2011-08-08,3.9,12.8,WSW,480,0,MZZZZZ
2011-08-09,3.1,11.4,SW,350,10,MZZYYZ
2011-08-10,1.7,5.8,W,310,10,MZZYYZ
2011-08-11,1.8,4.9,WSW,420,0,MZZZZZ
2011-08-12,2.1,7.9,W,380,0,MZZZZZ
2011-08-13,1.8,10.6,WSW,310,20,MZZYYZ
2011-08-14,1.9,6.4,E,280,0,MZZZZZ
2011-08-15,2.4,7.7,WSW,310,10,MZZYYZ
2011-08-16,1.7,5.7,WSW,420,10,MZZYYZ
2011-08-17,1.6,5.6,E,450,20,MZZYYZ
2011-08-18,1.8,6.6,E,460,0,MZZZZZ
2011-08-19,2.5,6.6,E,510,10,MZZYYZ
2011-08-20,2.3,4.9,E,580,0,MZZZZZ
2011-08-21,2.4,6.0,E,520,0,MZZZZZ
2011-08-22,1.8,7.8,E,530,30,MZZYYZ
2011-08-23,1.5,7.2,E,450,30,MZZYYZ
2011-08-24,2.1,5.0,E,530,10,MZZYYZ
2011-08-25,1.2,6.8,E,300,60,MZZYYZ
2011-08-26,2.4,10.7,E,530,20,MZZYYZ
2011-08-27,4.6,13.4,WSW,580,0,MZZZZZ
2011-08-28,1.9,5.2,WSW,420,20,MZZYYZ
2011-08-29,1.8,4.8,WSW,350,10,MZZYYZ
2011-08-30,2.1,6.7,E,510,10,MZZYYZ
2011-08-31,1.7,4.6,ENE,330,20,MZZYYZ
2011-09-01,2.1,8.8,E,240,10,MZZYYZ
2011-09-02,1.9,4.3,E,570,30,MZZYYZ
2011-09-03,1.2,5.8,E,470,40,MZZYYZ
2011-09-04,1.1,5.8,W,260,100,MZZYYZ
2011-09-05,3.6,9.9,WSW,430,0,MZZZZZ
2011-09-06,2.0,6.5,WSW,310,10,MZZYYZ
2011-09-07,5.0,13.3,SW,600,0,MZZZZZ
2011-09-08,3.4,12.6,SW,430,0,MZZZZZ
2011-09-09,1.8,5.7,E,440,0,MZZZZZ
2011-09-10,1.5,4.0,E,570,10,MZZYYZ
2011-09-11,1.8,6.8,E,440,0,MZZZZZ
2011-09-12,1.9,5.3,WSW,330,10,MZZYYZ
2011-09-13,1.9,4.4,E,400,10,MZZYYZ
2011-09-14,2.0,4.5,ENE,340,0,MZZZZZ
2011-09-15,1.9,5.1,ENE,330,10,MZZYYZ
2011-09-16,1.9,6.6,E,310,30,MZZYYZ
2011-09-17,1.7,8.3,E,230,30,MZZYYZ
2011-09-18,3.7,13.5,SW,600,10,MZZYYZ
2011-09-19,4.2,13.7,SW,710,20,MZZYYZ
2011-09-20,2.2,11.0,ENE,450,0,MYYYYY
2011-09-21,2.0,4.3,E,520,10,MZZYYZ
2011-09-22,2.2,4.5,E,490,0,MZZZZZ
2011-09-23,1.6,4.5,E,450,10,MZZYYZ
2011-09-24,1.0,3.3,E,310,70,MZZYYZ
2011-09-25,1.5,6.4,E,300,60,MZZYYZ
2011-09-26,2.4,5.1,ENE,680,10,MZZYYZ
2011-09-27,2.3,5.6,ENE,620,10,MZZYYZ
2011-09-28,1.8,5.0,WSW,370,30,MZZYYZ
2011-09-29,1.8,6.5,E,500,0,MZZZZZ
2011-09-30,2.0,6.8,ENE,530,20,MZZYYZ
2011-10-01,2.2,5.2,ENE,490,0,MZZZZZ
2011-10-02,2.2,4.4,ENE,530,0,MZZZZZ
2011-10-03,2.0,4.4,E,620,0,MZZZZZ
2011-10-04,2.4,4.7,E,640,0,MZZZZZ
2011-10-05,2.3,4.8,ENE,520,10,MZZYYZ
2011-10-06,2.0,8.3,ENE,360,20,MZZYYZ
2011-10-07,5.0,19.5,WSW,580,0,MZZZZZ
2011-10-08,3.9,14.9,W,430,0,MZZZZZ
2011-10-09,2.1,18.2,W,320,30,MZZYYZ
2011-10-10,3.2,15.4,WSW,390,30,MZZYYZ
2011-10-11,2.5,8.5,ENE,290,0,MZZZZZ
2011-10-12,3.8,11.5,WSW,750,0,MZZZZZ
2011-10-13,1.9,9.1,E,330,40,MZZYYZ
2011-10-14,2.1,5.6,E,540,0,MZZZZZ
2011-10-15,1.7,4.8,E,570,10,MZZYYZ
2011-10-16,1.9,4.0,E,550,0,MZZZZZ
2011-10-17,1.9,4.7,ENE,440,0,MZZZZZ
2011-10-18,2.1,4.7,ENE,440,10,MZZYYZ
2011-10-19,2.2,8.4,SSW,210,10,MZZYYZ
2011-10-20,2.7,11.5,SSW,230,30,MZZYYZ
2011-10-21,1.4,4.0,E,410,0,MYZYYY
2011-10-22,1.4,3.4,E,460,0,MYZYYY
2011-10-23,1.3,4.1,W,300,20,MZZYYZ
2011-10-24,1.4,6.1,WSW,400,0,MYZYYY
2011-10-25,1.1,7.8,W,150,20,MYZYYY
2011-10-26,2.1,5.7,E,680,20,MZZYYZ
2011-10-27,1.4,6.3,ESE,240,40,MZZYYZ
2011-10-28,1.3,4.4,E,350,30,MZZYYZ
2011-10-29,2.1,4.1,ENE,490,0,MZZZZZ
2011-10-30,2.2,4.4,E,560,0,MZZZZZ
2011-10-31,1.9,4.6,E,700,0,MZZZZZ
2011-11-01,1.8,4.2,E,460,10,MZZYYZ
2011-11-02,1.4,4.4,WSW,280,40,MZZYYZ
2011-11-03,1.6,9.4,WSW,240,10,MZZYYZ
2011-11-04,2.3,9.4,E,440,10,MZZYYZ
2011-11-05,2.2,7.8,ESE,370,10,MZZYYZ
2011-11-06,2.2,11.8,NE,300,30,MZZYYZ
2011-11-07,1.2,7.7,E,190,30,MZZYYZ
2011-11-08,1.6,7.1,E,530,20,MZZYYZ
2011-11-09,2.2,6.3,E,790,20,MZZYYZ
2011-11-10,2.4,4.8,E,680,0,MZZZZZ
2011-11-11,1.7,5.4,E,500,20,MZZYYZ
2011-11-12,2.3,6.1,E,530,10,MZZYYZ
2011-11-13,3.1,6.7,E,870,10,MZZYYZ
2011-11-14,2.3,5.8,E,770,0,MZZZZZ
2011-11-15,2.2,6.0,E,630,20,MZZYYZ
2011-11-16,2.0,4.8,E,710,0,MZZZZZ
2011-11-17,2.6,4.8,E,610,0,MZZZZZ
2011-11-18,2.5,4.5,E,790,10,MZZYYZ
2011-11-19,1.5,3.6,E,590,10,MZZYYZ
2011-11-20,1.7,3.5,E,820,0,MZZZZZ
2011-11-21,1.1,4.2,E,380,60,MZZYYZ
2011-11-22,1.1,4.8,E,360,50,MZZYYZ
2011-11-23,2.7,5.8,E,820,0,MZZZZZ
2011-11-24,2.6,6.1,ENE,520,0,MZZZZZ
2011-11-25,2.5,5.4,E,470,0,MZZZZZ
2011-11-26,2.4,5.2,E,660,10,MZZYYZ
2011-11-27,2.7,4.9,ENE,780,0,MZZZZZ
2011-11-28,2.1,6.3,E,620,0,MZZZZZ
2011-11-29,2.0,4.8,E,570,0,MZZZZZ
2011-11-30,2.0,4.7,ENE,430,10,MZZYYZ
2011-12-01,2.0,8.5,ESE,200,0,MZZZZZ
2011-12-02,1.6,10.5,S,290,60,MYZYYY
2011-12-03,3.1,9.9,SW,630,10,MZZYYZ
2011-12-04,5.0,14.7,SW,680,0,MZZZZZ
2011-12-05,6.0,15.5,SW,610,0,MZZZZZ
2011-12-06,5.2,16.8,WSW,720,0,MZZYYZ
2011-12-07,5.4,15.2,W,1010,0,MZZZZZ
2011-12-08,3.8,18.4,E,320,10,MZZYYZ
2011-12-09,1.9,7.1,NNE,240,10,MZZYYZ
2011-12-10,1.6,6.7,NE,290,10,MZZYYZ
2011-12-11,1.7,3.7,E,500,10,MZZYYZ
2011-12-12,3.0,11.8,SW,340,0,MYZYYY
2011-12-13,2.4,11.2,SSW,230,10,MZZYYZ
2011-12-14,3.0,10.1,SW,640,60,MZZYYZ
2011-12-15,4.7,12.2,SW,500,0,MZZYYZ
2011-12-16,5.0,21.2,SW,450,0,MZZYYZ
2011-12-17,4.9,16.2,WSW,370,0,MZZYYZ
2011-12-18,2.7,9.9,SW,280,0,MZZYYZ
2011-12-19,2.5,8.1,E,290,0,MZZYYZ
2011-12-20,2.7,9.3,WSW,420,0,MYZYYY
2011-12-21,4.5,15.4,SW,540,0,MZZZZZ
2011-12-22,2.7,12.6,SW,280,10,MZZYYZ
2011-12-23,2.4,7.4,ENE,260,10,MZZYYZ
2011-12-24,4.6,15.5,SW,490,0,MZZYYZ
2011-12-25,2.0,6.8,E,430,10,MZZYYZ
2011-12-26,2.3,5.3,E,600,0,MZZZZZ
2011-12-27,2.1,5.5,E,580,0,MZZZZZ
2011-12-28,2.7,5.5,ENE,490,0,MZZZZZ
2011-12-29,3.6,12.6,SW,580,10,MZZYYZ
2011-12-30,5.9,24.5,WSW,340,0,MZZYYZ
2011-12-31,4.4,13.2,SW,550,30,MZZYYZ
2012-01-01,2.8,13.5,SW,340,10,MZZYYZ
2012-01-02,2.7,11.9,SW,390,20,MYZYYY
2012-01-03,3.1,11.0,SW,380,30,MZZYYZ
2012-01-04,5.4,17.3,SW,660,0,MZZYYZ
2012-01-05,6.8,28.2,W,990,0,MZZYYZ
2012-01-06,4.3,22.9,WSW,450,0,MZZYYZ
2012-01-07,2.7,13.0,WSW,210,0,MZZZZZ
2012-01-08,3.4,19.3,WSW,320,0,MZZZZZ
2012-01-09,2.3,9.8,ENE,370,10,MZZYYZ
2012-01-10,2.3,6.2,ENE,480,30,MZZYYZ
2012-01-11,2.5,5.4,ENE,570,0,MZZZZZ
2012-01-12,2.9,9.0,SW,300,0,MZZZZZ
